company_name,company_number,company_status,company_type,dissolution_date,incorporation_date,nature_of_business,registered_office_address
CLOSECOUNSEL LTD,13843033,Active,Private limited company,,2022-01-12,70210 70229 73110 73200,71-75 Shelton Street Covent Garden London WC2H 9JQ
A MOVE REMOVALS LIMITED,13843109,Active,Private limited company,,2022-01-12,49420 53201,71-75 Shelton Street Covent Garden London WC2H 9JQ
PRIME RE LTD,13843065,Active,Private limited company,,2022-01-12,70100,71-75 Shelton Street Covent Garden London WC2H 9JQ
MARVELOUS PRO LTD,13843351,Active,Private limited company,,2022-01-12,47190 47910,71-75 Shelton Street Covent Garden London WC2H 9JQ
MARKAZ ALKHALIJ LTD,13843398,Active,Private limited company,,2022-01-12,47910 96090,71-75 Shelton Street Covent Garden London WC2H 9JQ
ADAMPROTECTION LTD,13843410,Active,Private limited company,,2022-01-12,71122,71-75 Shelton Street Covent Garden London WC2H 9JQ
ANTARES LIFE LIMITED,13843616,Active,Private limited company,,2022-01-12,47910,71-75 Shelton Street Covent Garden London WC2H 9JQ
ART PRINT FILE LTD,13843450,Active,Private limited company,,2022-01-12,47910 74100 90030,71-75 Shelton Street Covent Garden London WC2H 9JQ
NEST ECOMMERCE LIMITED,13843482,Active,Private limited company,,2022-01-12,47910,71-75 Shelton Street Covent Garden London WC2H 9JQ
KNIGHT ARMSTRONG LTD,13843455,Active,Private limited company,,2022-01-12,69203,71-75 Shelton Street Covent Garden London WC2H 9JQ
HEYDON PROPERTY LIMITED,13844057,Active,Private limited company,,2022-01-12,68209,71-75 Shelton Street Covent Garden London WC2H 9JQ
OLOGY BRASSERIE LIMITED,13844091,Active,Private limited company,,2022-01-12,56101 56302,71-75 Shelton Street Covent Garden London WC2H 9JQ
BIGG PROPERTY SOLUTIONS LTD,13844102,Active,Private limited company,,2022-01-12,41100 68310 68320 81210,71-75 Shelton Street Covent Garden London WC2H 9JQ
AGT COMMODITIES (UK) LTD.,13844064,Active,Private limited company,,2022-01-12,46770,71-75 Shelton Street Covent Garden London WC2H 9JQ
THE DOG HOUSE WSM LTD,13844562,Active,Private limited company,,2022-01-12,96090,71-75 Shelton Street Covent Garden London WC2H 9JQ
BONOBO MEDIA LTD,13845288,Active,Private limited company,,2022-01-12,70210 70229 90020 93290,71-75 Shelton Street Covent Garden London WC2H 9JQ
WAYLOO LTD,13846078,Active,Private limited company,,2022-01-13,46110,71-75 Shelton Street Covent Garden London WC2H 9JQ
ASHAYRAH LTD,13846248,Active,Private limited company,,2022-01-13,96090,71-75 Shelton Street Covent Garden London WC2H 9JQ
DAHAB LONDON LTD,13846439,Active,Private limited company,,2022-01-13,46450 47190 47750 96020,71-75 Shelton Street Covent Garden London WC2H 9JQ
GODAX LTD,13846428,Active,Private limited company,,2022-01-13,96090,71-75 Shelton Street Covent Garden London WC2H 9JQ
JOULA COMPANY LTD,13846438,Active,Private limited company,,2022-01-13,96090,71-75 Shelton Street Covent Garden London WC2H 9JQ
RUTH CARE LTD,13846519,Active,Private limited company,,2022-01-13,55900,71-75 Shelton Street Covent Garden London WC2H 9JQ
ENBRIDGE LTD,13846786,Active,Private limited company,,2022-01-13,47110 56290 85590,71-75 Shelton Street Covent Garden London WC2H 9JQ
G-IRONING LTD,13846291,Active,Private limited company,,2022-01-13,96090,71-75 Shelton Street Covent Garden London WC2H 9JQ
WEBISH MANAGEMENT LTD,13846305,Active,Private limited company,,2022-01-13,63120,71-75 Shelton Street Covent Garden London WC2H 9JQ
PRIME LEGAL CONSULTANCY LTD,13846371,Active,Private limited company,,2022-01-13,70229,71-75 Shelton Street Covent Garden London WC2H 9JQ
"CDK CONSULTING, LTD",13846378,Active,Private limited company,,2022-01-13,82110 82990,71-75 Shelton Street Covent Garden London WC2H 9JQ
SOFI-G LTD,13845817,Active,Private limited company,,2022-01-13,47910,71-75 Shelton Street Covent Garden London WC2H 9JQ
DOGMOMY LTD,13846156,Active,Private limited company,,2022-01-13,47910,71-75 Shelton Street Covent Garden London WC2H 9JQ
INDEPENDENT MEDICAL LAB LTD,13845864,Active,Private limited company,,2022-01-13,86900,71-75 Shelton Street Covent Garden London WC2H 9JQ
ZREXA LTD,13845872,Active,Private limited company,,2022-01-13,73110,71-75 Shelton Street Covent Garden London WC2H 9JQ
WATCH O'CLOCK LTD,13846128,Active,Private limited company,,2022-01-13,47910,71-75 Shelton Street Covent Garden London WC2H 9JQ
METAJIRI LTD,13846134,Active,Private limited company,,2022-01-13,46420 46440,71-75 Shelton Street Covent Garden London WC2H 9JQ
SPORT FANS LTD,13846410,Active,Private limited company,,2022-01-13,96090,71-75 Shelton Street Covent Garden London WC2H 9JQ
CORVINE GAMES LTD,13846724,Active,Private limited company,,2022-01-13,58210 58290 62011,71-75 Shelton Street Covent Garden London WC2H 9JQ
UKTSG LIMITED,13847604,Active,Private limited company,,2022-01-13,47110,71-75 Shelton Street Covent Garden London WC2H 9JQ
CHINIKI GUARD LIMITED,13847768,Active,Private limited company,,2022-01-13,62012 62020 63110 63120,71-75 Shelton Street Covent Garden London WC2H 9JQ
BETTERMAN HORIZON LTD,13847318,Active,Private limited company,,2022-01-13,46900 47290 47910 85510,71-75 Shelton Street Covent Garden London WC2H 9JQ
CONTEMPLATED TECHNOLOGY LIMITED,13847609,Active,Private limited company,,2022-01-13,62020,71-75 Shelton Street Covent Garden London WC2H 9JQ
ADVERTISING FORTRESS LIMITED,13847761,Active,Private limited company,,2022-01-13,62020,71-75 Shelton Street Covent Garden London WC2H 9JQ
EXCHANGEBIZ LTD,13847588,Active,Private limited company,,2022-01-13,62090 63120 63990,71-75 Shelton Street Covent Garden London WC2H 9JQ
AL IHSAAN (UK) LTD,13847645,Active,Private limited by guarantee without share capital,,2022-01-13,88990,71-75 Shelton Street Covent Garden London WC2H 9JQ
